WORK_CATEGORY,ACTIVITY_NAME,STATE_NAME,HOUSE_OF_PARLIAMENT,IDA_NAME,TENURE,MP_NAME,WORK_DESCRIPTION,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,FLAG,CONSTITUENCY_ID,WORK_STAGE,LETTER_NO,SANCTION_AMOUNT,Sno,CONSTITUENCY,WORK_RECOMMENDATION_DTL_ID,FILE_STATUS,TENURE_START_DATE,TENURE_END_DATE,ATTACH_ID,SANCTION_DATE,Total_Amt,WORK_ID,ACTUAL_AMOUNT,ACTUAL_END_DATE,AVERAGE_RATING,VENDOR_NAME,VENDOR_ID,IA_NAME,FUND_DISBURSED_AMT,WORK_STATUS,days_to_sanction,days_since_recommendation,days_to_complete,is_completed_flag,SANCTION_FY,RECOMMENDATION_FY,FY,RECIPIENT_TYPE,IS_TRIBAL_TRUST,IS_SC_AREA,IS_ST_AREA,rule_violations,rule_score,cost_anomaly_score,cost_anomaly_flag,cost_anomaly_method,category_median,category_sample_size,cost_anomaly_reason,is_duplicate_candidate,duplicate_candidate_score,risk_index,primary_anchors,signal_type_count,tier_level,is_tier2,tier_promotion_reason
Normal/Others,"WS/MP672/2026-2027/215133-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Cosntruction of road with drainage from Main road to residence of Manish Sahu and Main road to residence of Harsha Paunikar, Gokul Nagar, Kalamna",2025-07-05,2500000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/77,2500000.0,23.0,Constituency_A (Urban Metro Center),215133.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-07-22,,,,,,Jeet Enterprises,87731.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,1368261.0,Payment Success,382.0,428,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}, {'rule_id': 'D3', 'description': 'Shared recommendation letter bundle with tranche fragmentation (>= 3 works within Â±15% tolerance) totaling >= â‚¹50L â€” potential engineered proposal fragmentation', 'weight': 15}]",40,0.4103390451880201,False,isolation_forest,999971.0,113,,True,0.927,76.52,"['COST_OUTLIER', 'LETTER_BUNDLE_FRAGMENTATION', 'DUPLICATE_WORK_OVERLAP']",4,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 4 independent signals [COST_OUTLIER + LETTER_BUNDLE_FRAGMENTATION + DUPLICATE_WORK_OVERLAP + SANCTION_DELAY_BREACH] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Proposal Fragmentation: Multi-work package under Letter LN/MP672/2025-2026/77 totalling >= Rs 50L; Semantic Overlap: High text & parameter similarity (Score: 0.93); Sanction Delay: Took 382d (>75d mandated window)
Normal/Others,"WS/MP672/2026-2027/215157-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Cosntruction of CC Flooring road from residence of Shyam Tarare to residence of Ganesh Ghodmare, Balabhaupeth, Nagpur",2025-07-05,500000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/78,500000.0,24.0,Constituency_A (Urban Metro Center),215157.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-29,,,,,,Pravin W Kale,89191.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,393118.0,Payment Success,328.0,428,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.1193660637946461,False,isolation_forest,999971.0,113,,True,0.831,36.46,[],2,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.83); Sanction Delay: Took 328d (>75d mandated window)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Cosntruction of CC Flooring road from residence of Kau Shirshikar to residence of Bhaskar Paunikar, Balabhaupeth, Nagpur",2025-07-05,500000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,500000.0,25.0,Constituency_A (Urban Metro Center),215158.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,True,0.831,42.43,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Semantic Overlap: High text & parameter similarity (Score: 0.83); Operational Backlog: Pending sanction >45d (428d)
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Sewer Line from residence of Anil Zade to Mate line, Nava Nakasha, Nagpur",2025-07-05,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1000000.0,26.0,Constituency_A (Urban Metro Center),215159.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (428d)
Normal/Others,"NA-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of retaining wall to Nalla from 10 No. Puliya to Kashmiri Galli, Nava Nakasha",2025-07-05,1500000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1500000.0,27.0,Constituency_A (Urban Metro Center),215160.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (428d)
Repair and Renovation,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Repairs and Renovation to Community Hall near Hanuman Mandir, Nava Nakasha",2025-07-05,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1000000.0,28.0,Constituency_A (Urban Metro Center),215161.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (428d)
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),Construction of Sewer Line at Lashkaribagh area,2025-07-05,2000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,2000000.0,29.0,Constituency_A (Urban Metro Center),215162.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (428d)
Normal/Others,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of CC road with I-Block and drainage system from residence of Rameshlal Kruplani to residence of Rajesh Topwani, Jaripatka",2025-07-05,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/78,1000000.0,30.0,Constituency_A (Urban Metro Center),215163.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (428d)
Normal/Others,WS/MP672/2026-2027/215164-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Sewer line and Drainage line at Galli No.1 and Galli No.2 behind Jetwan Buddha Vihar, New Indora ",2025-07-05,1000000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/79,1000000.0,31.0,Constituency_A (Urban Metro Center),215164.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-29,,,,,,Pravin W Kale,89191.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,775097.0,Payment Success,328.0,428,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.0,False,isolation_forest,999971.0,113,,False,0.0,20.19,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 328d (>75d mandated window)
Normal/Others,NA-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Community hall at Mouza Hajari Pahad Khasra No.89, Plot No.183, 184, nagpur",2025-07-05,4000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/80,4000000.0,32.0,Constituency_A (Urban Metro Center),215174.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,428,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,,False,not_evaluated,,0,,True,0.671,63.88,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + DUPLICATE_WORK_OVERLAP] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Semantic Overlap: High text & parameter similarity (Score: 0.67); Operational Backlog: Pending sanction >45d (428d)
Normal/Others,WS/MP672/2025-2026/226219-Purchase of furniture and fixtures for educational purposes,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Setting up of E-Library at Dr.Babasaheb Ambedkar Law College, Nagpur.",2025-08-10,9998850.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/81,9998850.0,33.0,Constituency_A (Urban Metro Center),226219.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-03-30,,173905.0,9998850.0,2026-04-06,0.0,Spectrum Services,27924.0,District Planing Officer District Planning Committee Collector Office Nagpur,9998850.0,Payment Success,232.0,392,7.0,True,2025-26,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}, {'rule_id': 'D4', 'description': 'Just-below-threshold budget positioning (within 1-2% or â‚¹2,000 below key round slabs â‚¹1L, â‚¹10L, â‚¹25L, â‚¹50L, â‚¹1Cr) â€” potential approval ceiling or procurement threshold evasion', 'weight': 15}]",40,1.0,True,isolation_forest,999971.0,113,"Sanction amount is 10.0x the category median (above typical, based on 113 comparable sanctioned works in this category)",False,0.0,100.0,"['COST_OUTLIER', 'JUST_BELOW_THRESHOLD']",3,Tier 2 (Actionable Red Flag),True,"Actionable Red Flag: Corroborated by 3 independent signals [COST_OUTLIER + JUST_BELOW_THRESHOLD + SANCTION_DELAY_BREACH] -> Cost Outlier: Sanction amount is 10.0x the category median (above typical, based on 113 comparable sanctioned works in this category); Threshold Evasion: Budget of Rs 9,998,850 positioned just below statutory slab; Sanction Delay: Took 232d (>75d mandated window)"
Normal/Others,"WS/MP672/2026-2027/227303-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Cement Concrete Road at Pivli Nadi area, Nagpur.",2025-08-16,1000000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/82,1000000.0,34.0,Constituency_A (Urban Metro Center),227303.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-29,,,,,,Pravin W Kale,89191.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,784511.0,Payment Success,286.0,386,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}]",15,0.0,False,isolation_forest,999971.0,113,,False,0.0,20.19,[],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Sanction Delay: Took 286d (>75d mandated window)
Normal/Others,NA-Providing drains and gutters for public drainage,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Sewer Line at Pahune Layout Prabhag - 3, Nagpur",2025-08-16,2000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/82,2000000.0,35.0,Constituency_A (Urban Metro Center),227302.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,386,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (386d)
Normal/Others,"WS/MP672/2026-2027/227307-Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Cement Concrete road at Dabha from House of Shri.Milind Gode to Binjhani Shopee and Binjhani Shopee to House of Shri.Pappi Agrawal, Nagpur.",2025-08-16,3000000.0,1.0,250.0,Physical Inspection,LN/MP672/2025-2026/83,3000000.0,36.0,Constituency_A (Urban Metro Center),227307.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2026-05-14,,,,,,Sweety Construction,87729.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,1888785.0,Payment Success,271.0,386,,False,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",30,0.6187069420551491,True,isolation_forest,999971.0,113,"Sanction amount is 3.0x the category median (above typical, based on 113 comparable sanctioned works in this category)",False,0.0,68.94,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,"Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + SANCTION_DELAY_BREACH] -> Cost Outlier: Sanction amount is 3.0x the category median (above typical, based on 113 comparable sanctioned works in this category); Sanction Delay: Took 271d (>75d mandated window)"
Normal/Others,WS/MP672/2026-2027/247099-Construction of community centers and community halls,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Community Hall at Jagdish Nagar, Nagpur.",2025-11-09,2500000.0,1.0,250.0,Work Completed,LN/MP672/2025-2026/85,2500000.0,37.0,Constituency_A (Urban Metro Center),247099.0,True,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",2190915.0,2026-05-14,,178881.0,1965693.0,2026-05-14,0.0,Patel Associates,87733.0,Executive Engineer Nagpur Muncipal Corporation Nagpur,1965693.0,Payment Success,186.0,301,0.0,True,2026-27,2025-26,2026-27,Government Agency,False,,,"[{'rule_id': 'R1', 'description': 'Work not sanctioned within 75 days of recommendation receipt', 'weight': 15}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",30,0.4103390451880201,False,isolation_forest,999971.0,113,,False,0.0,59.32,['COST_OUTLIER'],2,Tier 2 (Actionable Red Flag),True,Actionable Red Flag: Corroborated by 2 independent signals [COST_OUTLIER + SANCTION_DELAY_BREACH] -> Peer Cost Outlier (>1.5x IQR / Isolation Forest); Sanction Delay: Took 186d (>75d mandated window)
Normal/Others,"WS/MP672/2025-2026/252718-Purchase of IT systems, including hardware and software for educational purposes",Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),Purchasing of 2 Computer Systems and 1 Printer at Sonegaon Police Station.,2025-12-08,150000.0,1.0,250.0,Work partially Completed,LN/MP672/2025-2026/86,150000.0,38.0,Constituency_A (Urban Metro Center),252718.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,2025-12-23,,,,,,Spectrum Services,27924.0,District Planing Officer District Planning Committee Collector Office Nagpur,150000.0,Payment In-Progress,15.0,272,,False,2025-26,2025-26,2025-26,Government Agency,False,,,[],0,0.4012349598858873,False,isolation_forest,999971.0,113,,False,0.0,18.52,[],0,Clean,False,No anomalies detected
Normal/Others,NA-Improvement of electricity distribution infrastructure,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Shifting of existing overhead electrical distribution line to underground system as a saftey measure along with installation of Electrical Poles and Street Lights at Rashtriya Swayamsevak Sangh Office, Mahal, Nagpur.",2025-12-08,2200000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/87,2200000.0,39.0,Constituency_A (Urban Metro Center),252768.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,272,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (272d)
Normal/Others,NA-Development of public parks,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Plantatio of trees, laying green grass and installation of drinking water pipeline alongwith other development works at Renuka Layout garden, Takli Sim, Prabhag No-38, Nagpur.",2025-12-08,1000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/88,1000000.0,40.0,Constituency_A (Urban Metro Center),252798.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,272,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}]",10,,False,not_evaluated,,0,,False,0.0,25.0,[],0,Tier 1 (Operational Watchlist),False,Operational Watchlist: Operational Backlog: Pending sanction >45d (272d)
Normal/Others,NA-Construction of buildings for sports facilities,Maharashtra,2.0,DISTRICT_A(DISTRICT COLLECTOR DISTRICT_A_IDA),18th Lok Sabha,MP_18LS_01 (Urban Center),"Construction of Gymnastic Academy at open space of The Friends Cooperative Society, Phase-2, Deendayal Nagar, Nagpur",2025-12-08,6000000.0,1.0,250.0,Pending for Sanction,LN/MP672/2025-2026/89,6000000.0,41.0,Constituency_A (Urban Metro Center),252812.0,,"Jun 4, 2024 12:00:00 AM","Jun 3, 2029 11:59:59 PM",,,,,,,,,,,,,,272,,False,,2025-26,2025-26,Government Agency,False,,,"[{'rule_id': 'R2', 'description': 'No sanction and no rejection recorded 45+ days after recommendation', 'weight': 10}, {'rule_id': 'D1', 'description': 'Sanction amount is a statistical outlier (beyond 1.5x IQR) for its work category', 'weight': 15}]",25,,False,not_evaluated,,0,,False,0.0,62.5,['COST_OUTLIER'],1,Tier 1 (Operational Watchlist),False,Operational Watchlist: Peer Cost Outlier (>1.5x IQR / Isolation Forest); Operational Backlog: Pending sanction >45d (272d)
